Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
"Security Engineer I, Threat Hunting, Security Incident Response Team (SIRT)",2025-11-25,https://jobright.ai/jobs/info/69262ff1d47de4798ecd555e?utm_source=1100&utm_campaign=Software Engineering,On Site,"Arlington, Virginia, USA",Amazon,10000+,"Delivery,E-Commerce","$125,500-$212,800 /yr","1. Experience working as part of a computer Security Incident Response Team (CSIRT) or Product Security Incident Response Team (PSIRT)
2. Experience triaging and developing security alerts and response automation, conducting front-line analysis, and providing escalation support
3. Experience with common security monitoring, log analysis and forensic tools
4. 1+ years professional (non-internship) experience within a relevant field",no,
Ethics and Financial Crimes Associate,2025-11-25,https://jobright.ai/jobs/info/69262cb227bf2f41a2c4404b?utm_source=1100&utm_campaign=Software Engineering,On Site,"McLean, VA",Freddie Mac,5001-10000,"Finance,Financial Services",$56000-$84000 /yr,"1. Bachelor’s degree in a data or technology related-field (Data Science, Computer Science, Information Technology)
2. Demonstrate an ability to apply curiosity and critical thinking and turn data mining, analytics, and business requirements into business solutions and supporting decisioning
3. Detail-oriented with a strong commitment to compliance and ethical standards
4. Effective verbal and written communication and people skills
5. Ability to operate as a self-motivated, pro-active, and result-driven problem solver with excellent analytical and interpersonal skills
...",not sure,
Software Engineer II,2025-11-25,https://jobright.ai/jobs/info/69262c78d47de4798ecd541e?utm_source=1100&utm_campaign=Software Engineering,Remote,United States,Lumen Technologies,10000+,"Big Data,Information Services",$66K-$88K /yr,"1. 1 – 2+ years of professional experience with Bachelor’s Degree or equivalent education and experience
2. Working knowledge of software development methodologies, standards and coding best practices
3. Experience with various development languages primarily Java
4. Strong sense of urgency and ability to meet deadlines
5. Highly motivated, organized, reliable and detail oriented
...",no,
Software Engineer - Applications (L3/L4),2025-11-25,https://jobright.ai/jobs/info/69262c3fd47de4798ecd53e6?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"San Francisco, CA",Voxel,101-250,"Artificial Intelligence (AI),Computer Vision",,"1. Bachelor’s degree in Computer Science, Software Engineering, or a related field (or equivalent experience)
2. 0-4 years of Software engineering experience
3. Strong experience in at least one of: Go, TypeScript, or Python (Python is especially valuable for CV/ML debugging workflows)
4. Experience building or contributing to web applications and working on the application layer (APIs, authentication, access control, data flows)
5. Strong debugging and problem-solving skills across system boundaries
...",not sure,yes
Help Desk Technician,2025-11-25,https://jobright.ai/jobs/info/692640ded47de4798ecd5dfd?utm_source=1100&utm_campaign=Software Engineering,On Site,"Westminster, MA",Aubuchon Company,251-500,"E-Commerce,Hardware",$17-$18 /hr,"1. Availability to work variable shifts including weekdays, nights, and weekends
2. Ability to work both independently and collaboratively as a project requires
3. Ability to strictly follow instructions and directions
4. Demonstrated ability to investigate and identify hardware, network, or software issues and take steps to resolve them with limited supervision
5. Experience working in ticketing systems to record issues, customer correspondence, and methods used to resolve the situation to the customer’s satisfaction
...",not sure,
"Software Engineer - New Grad, 2026",2025-11-25,https://jobright.ai/jobs/info/68def877a125e75c422b8c8a?utm_source=1100&utm_campaign=Software Engineering,Remote,"San Francisco, CA",Domino Data Lab,251-500,"Analytics,Artificial Intelligence (AI)",$150000-$150000 /yr,"1. Strong computer science fundamentals and experience with modern software engineering practices (algorithms, data structures, operating systems, networking, etc.)
2. Proficiency with one or more of our core technologies: Python, Go, TypeScript, React, GraphQL, Kubernetes, Docker, Postgres, Redis, Kafka
3. Excitement about learning new technologies and contributing to scalable enterprise systems
4. Graduating in Spring 2026, currently pursuing a Bachelor’s or Master’s degree in Computer Science or a related field",not sure,yes
Business Process Analyst 1- 20022425,2025-11-25,https://jobright.ai/jobs/info/69262aadf0beb07232622b3e?utm_source=1100&utm_campaign=Software Engineering,On Site,"London, OH",Ohio Department of Rehabilitation and Correction (ODRC),10000+,"Government,Law Enforcement",$33.52-$33.52 /hr,"1. 36 mos. combined work experience in any combination of the following: creating and coordinating technical and business requirements for processes, projects and procedures, working with business users and technical staff to develop strategies and leading modification or creation of new systems for implementation of information technology solutions.
2. Or completion of associate core program in computer science or information systems; 18 mos. combined work experience in any combination of the following: creating and coordinating technical and business requirements for processes, projects and procedures, working with business users and technical staff to develop strategies and leading modification or creation of new systems for implementation of information technology solutions.
3. Or completion of undergraduate core program in computer science, information systems, or business administration; 12 mos. combined work experience in any combination of the following: creating and coordinating technical and business requirements for processes, projects and procedures, working with business users and technical staff to develop strategies and leading modification or creation of new systems for implementation of information technology solutions.
4. Or equivalent of minimum class qualifications for employment noted above.
5. The first level class possesses working knowledge of business process analysis methods and under immediate supervision receives instruction/training in user and technical documentation, project, process and resource planning.
...",not sure,
"Account Executive, Data and Analytics",2025-11-25,https://jobright.ai/jobs/info/692629fa27bf2f41a2c43e29?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"New York, NY",Prosek Partners,251-500,"Advertising,Communities",$55000-$65000 /yr,"1. 1–3 years of experience, preferably in research and analytics, communications, or marketing
2. Bachelor’s degree
3. Proficiency with Microsoft Office (Excel, PowerPoint, Outlook, etc.)
4. Experience or strong interest in tools such as Talkwalker, Signal AI, StatSocial, Cision, or similar
5. Experience and/or strong interest in financial services, professional services, technology or corporate communications
...",not sure,
System Software Validation Engineer,2025-11-25,https://jobright.ai/jobs/info/69262982d47de4798ecd51a7?utm_source=1100&utm_campaign=Software Engineering,On Site,"US, Oregon, Hillsboro",Intel Corporation,10000+,,"$109,070-$153,980 /yr","1. BS/MS in Computer Science, Computer Engineering, Computer Applications, or Electrical Engineering with at least 1 year of applicable experience.
2. Demonstrated abilities and track record in Windows technology integration, bug triage, automation, and debugging.
3. Strong debug and triage skills for both windows and android.
4. Knowledge of software and hardware debug tools.
5. Knowledge with data science in Splunk data analytics dashboards.",not sure,
Project Coordinator - Field Services,2025-11-25,https://jobright.ai/jobs/info/6926278bd47de4798ecd5034?utm_source=1100&utm_campaign=Software Engineering,On Site,"Austin, TX USA",SHI International Corp.,5001-10000,"Hardware,Information Technology",$50000-$65000 /yr,"1. Bachelor’s Degree required
2. Familiarity with basic IT hardware and/or construction terminology
3. Strong written and oral communication skills - Basic
4. Strong interpersonal skills - Basic
5. Ability to work independently or in a team-oriented environment - Basic
...",not sure,
Operations Analyst,2025-11-25,https://jobright.ai/jobs/info/69262732d47de4798ecd4ff0?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Austin, TX",Accruent,1001-5000,"Energy Management,Facilities Support Services","$47,500-$88,100 /yr","1. Bachelor’s degree in Business, Finance, Data Analytics, or a related field.
2. Proficiency in MS 365, Power BI, Salesforce, and Excel for dashboard and report creation.
3. Strong understanding of data governance, KPI frameworks, and performance metrics.
4. Ability to analyze sales funnel data, deal velocity, and trends to support strategic decisions.
5. Experience with or exposure to SQL and data visualization tools.
...",not sure,
Junior System Administrator,2025-11-25,https://jobright.ai/jobs/info/6926262927bf2f41a2c43d30?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Denver, CO","NEI Electric Power Engineering, Inc.",101-250,"Consumer Electronics,Electrical Distribution",$80K-$95K /yr,"1. 1+ years of experience in an IT support, help desk, or desktop support role with exposure to system administration tasks
2. Applicants must be currently authorized to work in the United States on a full-time basis
3. Strong analytical and problem-solving skills, with the ability to methodically diagnose issues across hardware, software, networking, and cloud services
4. Working knowledge of Windows operating systems and Windows Server technologies, including authentication concepts, domain services, and general systems management
5. Familiarity with Microsoft 365 and Azure Active Directory, including user administration, permissions, mail flow fundamentals, and security features such as MFA and conditional access
...",no,
Field Technician,2025-11-25,https://jobright.ai/jobs/info/692625eff0beb072326227ad?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Newburgh, NY
New Haven, CT
Dansville, NY
Houston, TX
Englewood, CO
Warren, PA
Caro, MI
San Francisco, CA
Duquesne, PA
Halethorpe, MD
Antioch, TN
Chesapeake, VA
Marion, NC
Port Lavaca, TX
Sanford, FL
Surprise, AZ
Lowell, AR
The Dalles, OR
San Jose, CA
Milwaukee, WI
Elkhart, IN
Sequim, WA
Jefferson, OH
Burlington, VT
Tampa, FL
Ruidoso, NM
Angola, IN
King of Prussia, PA
Saint Albans Town, VT
McKinney, TX
Port Arthur, TX
Aitkin, MN
Summerville, SC
Valdosta, GA
Asheville, NC
Las Vegas, NM
Worland, WY
Carlsbad, NM
Towanda, PA
Taos, NM
Brevard, NC",DISH TV,10000+,"Audio,Satellite Communication",$6400-$9100 /mon,"1. Valid Driver’s License: Clean record required
2. Schedule Flexibility: Willingness to travel as needed; flexible to work shifts that might include evenings, weekends, or holidays
3. Physical Ability: Climb ladders (up to 40 ft)
4. Physical Ability: Lift up to 70 lbs
5. Physical Ability: Must meet and maintain 335 lb weight limit
...",not sure,
