Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
Full Time Office Coordinator,2025-11-25,https://jobright.ai/jobs/info/69261c4ad47de4798ecd4a47?utm_source=1100&utm_campaign=Human Resources,On Site,"Morgantown, WV",Coca-Cola Consolidated,10000+,,$16.90-$18.75 /hr,"1. High school diploma or GED
2. Working knowledge of Microsoft Office Productivity tools
3. Prior experience in customer service or a work environment performing administrative, clerical, and receptionist duties
4. Handles sensitive information in a confidential manner",not sure,
HR SPECIALIST,2025-11-25,https://jobright.ai/jobs/info/692638ebf0beb072326233c8?utm_source=1100&utm_campaign=Human Resources,On Site,"Buffalo, NY",People Inc.,1001-5000,"Assisted Living,Elder Care",$20-$20 /hr,"1. Bachelor’s degree and one year of related experience, or equivalent combination of education and experience.
2. Ability to travel to various locations located in but not limited to Erie, Niagara, Chautauqua and Monroe County.
3. High level of attention to detail.
4. Excellent computer skills.
5. Effective communication skills.",not sure,
Registered Nurse Case Manager (RNCM) - Hospice,2025-11-25,https://jobright.ai/jobs/info/69261bdff0beb072326221e7?utm_source=1100&utm_campaign=Human Resources,Hybrid,"San Diego, CA",Mission Healthcare,1001-5000,"Fitness,Health Care",$55-$60 /hr,"1. Graduate of an accredited School of Nursing; current RN licensure in the state.
2. Current CPR certification.
3. Minimum one (1) year recent nursing experience.
4. Strong clinical, assessment, organizational, and communication skills.
5. Ability to work independently and collaboratively in home and facility settings.
...",not sure,
HRIS Analyst,2025-11-25,https://jobright.ai/jobs/info/69261b8cd47de4798ecd49bd?utm_source=1100&utm_campaign=Human Resources,On Site,"Multi Location
Sedro-Woolley, WA
Sedro-Woolley, Washington, United States",Janicki,501-1000,"Automotive,Consumer Electronics",$80000-$95000 /yr,"1. Due to our ITAR and EAR regulations, applicants must be a US Citizen or of Legal Permanent Resident Status as defined by 8 U.S.C. 1324b (a) (3).
2. This position requires the ability to obtain a U.S. Secret Security Clearance (U.S. Citizenship Required). Janicki will assist with gaining this access once employed. Special Access Program or other Government Access Requirements are mandatory for this position and requires candidate agreed to enter a Continuous Evaluation program.
3. A bachelor’s degree in a related field such as Human Resources, Accounting, or Business Management is required. Relevant industry experience may be considered in place of formal education.
4. 1-3 years of experience in HRIS, HR Generalist, or IT support roles is required.
5. Must have proven ability to create, modify, and analyze reports and queries using HRIS tools and reporting platforms.
...",no,
Bilingual Recruiter,2025-11-25,https://jobright.ai/jobs/info/69261b71d47de4798ecd49a6?utm_source=1100&utm_campaign=Human Resources,On Site,"Joliet, IL",Help at Home,10000+,"Health Care,Home Health Care",$20-$22 /hr,"1. High School Diploma or GED
2. Bilingual in English and Spanish
3. Proficient computer skills, including MS Office
4. Professional communication and organization skills
5. Excellent interpersonal skills
...",not sure,
"HR Service Representative 2, Specialist",2025-11-25,https://jobright.ai/jobs/info/6926399cd47de4798ecd5b12?utm_source=1100&utm_campaign=Human Resources,On Site,"Multi Location
Boston, MA
Beth Israel Lahey Health",Beth Israel Lahey Health,10000+,"Elder Care,Health Care",$30-$35 /hr,"1. High School diploma or GED required.
2. 1-3 years related work experience required.
3. Organizing and prioritizing activities
4. Understanding of the HR function and elementary worker’s requests / HR lifecycle
5. Providing a unique candidate / worker experience
...",not sure,
Dental Office Manager,2025-11-25,https://jobright.ai/jobs/info/69261a8dd47de4798ecd48fa?utm_source=1100&utm_campaign=Human Resources,On Site,"Multi Location
Garner, NC
Winston-Salem, NC
York, PA
Bluffton, SC",Aspen Dental,10000+,"Dental,Health Care",$55000-$60000 /yr,"1. Provide superior patient service with compassion and care in accordance with patient needs, company policies and procedures, government regulations, and dental board standards
2. Hire, develop, manage and retain the office staff
3. Consult with patients on treatment options provided by clinical team, verifying insurance payment and collection ensuring high quality of care
4. Review monthly business results, manage profit and loss, align sales plan to support business goals and create strategies to increase profitability
5. Prepare and lead daily huddles with team to level set expectations to optimize patient experience and business performance
...",not sure,
Entry-Level Human Resources Business Partner,2025-11-25,https://jobright.ai/jobs/info/69263e82f0beb07232623711?utm_source=1100&utm_campaign=Human Resources,On Site,"USA - Ridley Park, PA",Boeing,1001-5000,"Aerospace,Industrial",$64600-$87400 /yr,"1. Experience communicating and implementing HR programs, policies, practices, and processes
2. Experience in Change Management/Integration
3. Experience managing projects and utilizing standard project management tools
4. Experience in Excel (i.e. formulas, pivot tables, linking worksheets)
5. Experience in a role utilizing business acumen",no,
Provider Network Assistant (Dental / Healthcare),2025-11-25,https://jobright.ai/jobs/info/69261947f0beb07232621fe5?utm_source=1100&utm_campaign=Human Resources,On Site,Greater Phoenix Area,Liberty Dental Plan,1001-5000,"Dental,Insurance",$23-$26 /hr,"1. Minimum 1 year of experience in dental office management, managed healthcare, sales, and/or customer service.
2. Strong customer service, organizational, and prioritization skills.
3. Excellent attention to detail and ability to manage time and meet deadlines independently.
4. Proficiency with Microsoft Office Suite (especially Outlook, Excel, Word).
5. Analytical thinking and problem-solving skills.
...",no,
Human Capital Management Analyst,2025-11-25,https://jobright.ai/jobs/info/691d073b22a2cb4b9bd1ffba?utm_source=1100&utm_campaign=Human Resources,Hybrid,"Columbus, OH",State of Ohio,1001-5000,Automotive,$26.92-$33.35 /hr,"1. Completion of undergraduate core program in Human Resources, Business, or Public Administration OR 2 years of experience in human resources; OR 1 year of experience as a Human Capital Management Analyst (64612); OR an equivalent combination of education and experience as defined by the State of Ohio job classification standards.
2. Ability to travel frequently to colleges and universities throughout Ohio.
3. Must hold a valid Ohio driver’s license and maintain a good driving record.",not sure,
Case Manager - La Crosse,2025-11-25,https://jobright.ai/jobs/info/69261819f0beb07232621f09?utm_source=1100&utm_campaign=Human Resources,Hybrid,"La Crosse, WI",Humana,10000+,"Health Care,Health Insurance",$53700-$72600 /yr,"1. Four-year bachelor’s degree in human services or related field with one (1) year of experience working with at least one of the Family Care target populations OR a four-year bachelor’s degree in any other field with three (3) years’ related experience working with at least one of the Family Care target populations.
2. Demonstrated intermediate computer proficiency, including experience with Microsoft Office applications.",not sure,
Human Resources Coordinator,2025-11-25,https://jobright.ai/jobs/info/6926265ff0beb07232622822?utm_source=1100&utm_campaign=Human Resources,On Site,"Gilbert, AZ",American Furniture Warehouse,1001-5000,"E-Commerce,Retail",$19-$29 /hr,"1. Basic understanding of Human Resources including but not limited to employee relations, benefits, leave of absences, policies, programs, disciplinary action, etc.
2. Must be able to work in a team environment
3. Very strong attention to detail, data entry, and organizational skills.
4. Tolerance for variability and high work volume
5. Ability to thrive under pressure
...",not sure,
"Coordinator, Talent Acquisition",2025-11-25,https://jobright.ai/jobs/info/6926170bd47de4798ecd46a0?utm_source=1100&utm_campaign=Human Resources,Remote,United States,Navitus Health Solutions,501-1000,"Health Care,Information Technology",$21-$25 /hr,"1. Previous experience in a recruiting, Human Resources or administrative role required
2. Previous recruiting experience and knowledge of/experience with ADP’s recruitment software products or other ATS is highly desired
3. Previous experience with scheduling and calendar management highly desired
4. Intermediate level Word, Excel, and Outlook skill
5. Participate in, adhere to, and support compliance program objectives
...",not sure,
ADMINISTRATIVE ASSISTANT (FULL TIME),2025-11-25,https://jobright.ai/jobs/info/692616d2d47de4798ecd467c?utm_source=1100&utm_campaign=Human Resources,On Site,"Miami, FL",Chartwells Higher Education Dining Services,10000+,,$18-$18 /hr,"1. Responsible for clerical functions and administrative support of food service programs.
2. Answer telephones and direct inquiries in a professional and client centric manner.
3. Maintain confidential personnel files.
4. Assist management staff in preparing confidential employment and labor relations documents, including but not limited to proposed disciplinary notices.
5. Assist with staffing, including finding staff when employees call out on short notice.
...",not sure,
Recruitment and Development Coordinator,2025-11-25,https://jobright.ai/jobs/info/69262bda27bf2f41a2c43f9e?utm_source=1100&utm_campaign=Human Resources,On Site,"Princeton, IL",Agview FS Inc,11-50,"Architecture,Farming",$55K-$65K /yr,"1. Normally requires a bachelor’s degree in human resources, business, or a related field with 1-3 years of relevant experience.
2. Must have proven work experience in candidate sourcing or similar, proven evaluation and decision-making skills and the ability to provide talent acquisition services.
3. Ability to maintain absolute confidentiality.
4. Must have and maintain a valid driver’s license and satisfactory driving record.
5. Must have the ability to travel independently, frequently, and overnight when necessary to company/corporate/regional meetings, university/college locations, training sessions, and recruiting events.
...",not sure,
