Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
Academic Success Advisor,2025-11-25,https://jobright.ai/jobs/info/692602cc27bf2f41a2c426c4?utm_source=1100&utm_campaign=Education and Training,On Site,"Tempe, AZ",Arizona State University,10000+,"Education,Non Profit",$45000 /yr,"1. Associate's degree and one (1) year of experience appropriate to the area of assignment/field; OR, Any equivalent combination of experience and/or training from which comparable knowledge, skills and abilities have been achieved.
2. Strong technical, administrative, and organizational skills.
3. Strong written and verbal communication skills.
4. Ability to operate independently within a larger, collaborative team environment.
5. Ability to clearly communicate to perform essential functions.
...",not sure,
Administrative Assistant - Test Proctor,2025-11-25,https://jobright.ai/jobs/info/6926019af0beb072326211b8?utm_source=1100&utm_campaign=Education and Training,Hybrid,US-CA-Garden Grove,Concorde Career Colleges,101-250,,$17-$22 /hr,"1. High School Diploma or equivalent (GED)
2. Excellent oral and written communication skills; ability to effectively communicate with a diverse student population
3. Ability to answer multi-lined phone systems
4. Proficiency in Microsoft Office
5. Maintain complete confidentiality in handling student issues",not sure,
Program Coordinator I- General Surgery,2025-11-25,https://jobright.ai/jobs/info/6925feead47de4798ecd3584?utm_source=1100&utm_campaign=Education and Training,Hybrid,Boston,Boston Children's Hospital,11-50,"Health Care,Hospital",$46488-$74380.80 /yr,"1. Associate’s degree or equivalent required.
2. Minimum of one year of administrative work experience required.
3. Work requires the analytical skills to resolve problems that require the use of basic scientific, mathematical, or technical principles.
4. Work requires the ability to communicate effectively both orally and in writing and provide empathy in difficult interpersonal situations.",not sure,
5-8th Grade Math Teacher,2025-11-25,https://jobright.ai/jobs/info/6925fe94d47de4798ecd3527?utm_source=1100&utm_campaign=Education and Training,On Site,Case Preparatory Academy,ACCEL Schools,501-1000,,$41000-$50500 /yr,"1. Active and current state of Ohio teaching license in appropriate content area
2. Bachelor’s degree in education or related field
3. High level of comfort working in a growth-focused coaching environment based on frequent observations, debriefs, action planning, and progress monitoring
4. Excellent written and verbal communication skills
5. Ability to properly manage confidential information
...",not sure,
Instructional Aide,2025-11-25,https://jobright.ai/jobs/info/6925fe65d47de4798ecd34f3?utm_source=1100&utm_campaign=Education and Training,On Site,"Multi Location
Wright Preparatory Academy
Northwest School of the Arts
Cleveland Arts & Social Sciences Academy",ACCEL Schools,501-1000,,$15.50-$15.50 /hr,"1. Associate Degree, two years of college coursework, or the passage of the Para Professional’s Exam
2. Proficiency in MS Office
3. Successful completion of BCI/FBI check
4. Ability to meet educational standards as applicable
5. Ability to work well under pressure, and effectively prioritize and execute tasks to meet deadlines consistently
...",not sure,
"Registered Behavior Technician (RBT)-School Based-Long Beach, NY",2025-11-25,https://jobright.ai/jobs/info/6925fd45f0beb07232620df2?utm_source=1100&utm_campaign=Education and Training,On Site,"Long Beach, NY",Family of Kidz,501-1000,"Health Care,Medical",$23-$25 /hr,"1. Minimum of 6 months ABA working with children or adolescents with Autism in a supervised setting.
2. Successful completion of or current enrollment in an undergraduate program in psychology, healthcare, human services, education or related field.
3. Must be RBT Certified.
4. Passionate to work with children, adolescents, families and therapists.
5. Sterling values, high integrity.
...",not sure,yes
Engineering Admissions Coordinator,2025-11-25,https://jobright.ai/jobs/info/6925fcb6d47de4798ecd33fb?utm_source=1100&utm_campaign=Education and Training,On Site,"Kelowna, British Columbia, Canada",The University of British Columbia,10000+,,CAD5365.42-CAD7709.92 /mon,"1. Undergraduate degree in a relevant discipline.
2. Minimum of one to two years of related experience, or an equivalent combination of education and experience.
3. Willingness to respect diverse perspectives, including perspectives in conflict with one’s own.
4. Demonstrates a commitment to enhancing one’s own awareness, knowledge, and skills related to equity, diversity, and inclusion.",not sure,
Be someone's Hero!  Community Caregiver Positions - SLCo,2025-11-25,https://jobright.ai/jobs/info/6925fc6ff0beb07232620d58?utm_source=1100&utm_campaign=Education and Training,On Site,"Salt Lake City,UT,US","Ability and Choice Services, Inc.",51-100,"Communities,Social",$15-$17 /hr,"1. 18 years old or older
2. High school diploma or equivalent
3. Own a smart phone
4. Reliable transportation and a good driving record
5. Ability to pass a background check and drug test",no,
Licensed Practical Nurses LPN,2025-11-25,https://jobright.ai/jobs/info/691b395915b415636718d7a2?utm_source=1100&utm_campaign=Education and Training,On Site,"Multi Location
Lebanon, Ohio
Toledo, Ohio
Loveland, Ohio",Otterbein SeniorLife,501-1000,"Assisted Living,Elder Care",$28 /hr,"1. Graduate of approved nursing program
2. Valid Ohio Licensed Practical Nurse (LPN) license
3. CPR
4. At least 6 months of direct care nursing practice desired",not sure,yes
GO Tutor (In-person),2025-11-25,https://jobright.ai/jobs/info/6925f5b3f0beb07232620ab8?utm_source=1100&utm_campaign=Education and Training,On Site,"Richmond, VA",GO Tutor Corps,251-500,Education,$200-$257 /yr,"1. Minimum of an Associate’s degree or current enrollment in an accredited college or university program
2. Citizenship or legal Permanent Residency status in the United States (AmeriCorps requirement)
3. Served no more than three previous AmeriCorps service terms (AmeriCorps requirement)
4. At least 18 years of age
5. Able to travel to your assigned GO partner school at the exact times listed above (transportation not included)
...",no,
Instructional Designer - Technology Solutions,2025-11-25,https://jobright.ai/jobs/info/69260f4a27bf2f41a2c42f18?utm_source=1100&utm_campaign=Education and Training,Hybrid,"Chicago, IL, US",University of Illinois Chicago College of Dentistry,251-500,,$70000-$75000 /yr,"1. Master's degree in education, educational psychology, or the humanities such as history, political science, literature, journalism, communications, or philosophy AND Six (6) months of experience which included any of the following areas professional writing or editing, audiovisual design and/or production, design and/or production of evaluation tools, educational programming, curriculum development, or classroom teaching
2. Baccalaureate degree in education, educational psychology, or the humanities AND Eighteen (18) months of experience which included any of the following areas professional writing or editing, audiovisual design and/or production, design and/or production of evaluation tools, educational programming, curriculum development, or classroom teaching",not sure,yes
Level 1 Provider /Behavior Technician / Behavior Therapist,2025-11-25,https://jobright.ai/jobs/info/6925ee79f0beb07232620741?utm_source=1100&utm_campaign=Education and Training,On Site,"Multi Location
Mendota Heights, Minnesota
Bloomington, Minnesota
Woodbury, Minnesota",Bloomwell Autism Therapy,51-100,,$25-$29 /hr,"1. Bachelor's degree in any field required
2. Enrolled in or completed a Master's program in an approved discipline including Master's in Applied Behavior Analysis, Special Education, Social Work or equivalent
3. Available Monday – Friday from 7:45am –4:30pm
4. Experience and a passion for working with children
5. Willingness to go above and beyond for our teammates and patients by creating a sense of belonging and connection
...",not sure,
Engineering Admissions Coordinator,2025-11-25,https://jobright.ai/jobs/info/6925eca427bf2f41a2c41966?utm_source=1100&utm_campaign=Education and Training,On Site,"UBC Okanagan Campus - Kelowna, BC, Canada",The University of British Columbia,10000+,,"CAD5,365.42-CAD7,709.92 /mon","1. Undergraduate degree in a relevant discipline.
2. Minimum of one to two years of related experience, or an equivalent combination of education and experience.
3. Willingness to respect diverse perspectives, including perspectives in conflict with one’s own.
4. Demonstrates a commitment to enhancing one’s own awareness, knowledge, and skills related to equity, diversity, and inclusion.",not sure,
"4H Youth Development Ag In the Classroom Educator - Warsaw, NY",2025-11-25,https://jobright.ai/jobs/info/6925ebfdf0beb072326205be?utm_source=1100&utm_campaign=Education and Training,On Site,New York State (Other),Cornell University,501-1000,"Biotechnology,Higher Education",$23.50-$23.50 /hr,,no,
Medical Assistant - Lone Tree Pediatrics,2025-11-25,https://jobright.ai/jobs/info/69263390d47de4798ecd5784?utm_source=1100&utm_campaign=Education and Training,On Site,"Lone Tree, Colorado",OnPoint Medical Group,251-500,"Health Care,Hospital",$21-$27 /hr,"1. High School Diploma or GED required
2. Must be a graduate of an accredited healthcare program, i.e. Medical Assistant, CNA, LPN, EMT or equivalent work experience required
3. Maintain certifications per state guidelines
4. Strong computer skills required
5. Some MA Experience required
...",not sure,
Medical Assistant - OnPoint Pediatrics at Highlands Ranch,2025-11-25,https://jobright.ai/jobs/info/6926334fd47de4798ecd575e?utm_source=1100&utm_campaign=Education and Training,On Site,"Highlands Ranch, Colorado",OnPoint Medical Group,251-500,"Health Care,Hospital",$21-$27 /hr,"1. High School Diploma or GED required
2. Must be a graduate of an accredited healthcare program, i.e. Medical Assistant, CNA, LPN, EMT or equivalent work experience required
3. Maintain certifications per state guidelines
4. Strong computer skills required
5. Some MA Experience required
...",not sure,
"Child Development Specialist I, II or III",2025-11-25,https://jobright.ai/jobs/info/6925e3bd27bf2f41a2c41513?utm_source=1100&utm_campaign=Education and Training,On Site,"Multi Location
Craig County
Delaware County
Rogers County
Mayes County",State of Oklahoma,10000+,"Communities,Consulting",$53000-$53000 /yr,"1. Completion of a master’s degree in child development, early childhood education, early childhood special education, developmental psychology, or family relations/child development or a master’s degree in special education with a minimum of 18 graduate, post graduate, or upper level hours (300 or above) in any of the following areas: typical and atypical infant and toddler development, parent-child relations, positive guidance/discipline strategies with young children, family systems, family relationships, assessment/evaluation, working with parents of exceptional infants and toddlers, and developmentally and individually appropriate early childhood curriculum and instructional practices.
2. For Level II: One year of post-master’s experience working in child development, early childhood education, or early childhood special education and eligible for certification as a Child and Parenting Specialist (CCPS) through the Oklahoma Family Resource Coalition (OFRC).
3. For Level III: Three years of post-master’s experience working in the area of child development, early childhood education, or early childhood special education, and eligible for certification as a Child and Parenting Specialist (CCPS) through the Oklahoma Family Resource Coalition (OFRC).
4. If certification is not held at the time of employment, it must be achieved within 12 months of accepting the position.
5. Knowledge of typical and atypical child development from birth through adolescence.
...",no,
